"","cntry","happy","sclmeet","inprdsc","health","ctrlife","etfruit","eatveg","dosprt","cgtsmok","alcfreq","height","weighta","fltdpr","flteeff","slprl","wrhpp","fltlnl","enjlf","fltsd","hltprhc","hltprhb","hltprdi","gndr","paccnois"
"38181","RS",9,5,6,5,7,3,3,0,4,7,185,85,2,3,1,2,1,2,2,0,0,0,1,0
"38182","RS",7,7,4,1,9,6,5,3,1,4,196,130,1,2,2,3,1,4,1,0,1,0,1,0
"38183","RS",6,5,4,2,7,4,3,4,6,5,178,74,2,3,1,2,2,1,2,0,0,0,1,0
"38184","RS",10,7,4,1,9,1,2,3,4,3,155,44,1,1,1,3,1,4,1,0,0,0,2,0
"38185","RS",10,3,6,4,5,4,3,0,1,7,175,78,4,4,2,2,2,1,1,1,1,0,1,0
"38186","RS",8,6,3,2,7,6,3,0,6,3,174,58,2,3,2,3,1,2,1,0,0,0,2,0
"38187","RS",5,2,0,3,9,5,2,0,1,1,180,80,2,2,2,3,1,3,2,0,0,0,1,0
"38188","RS",5,4,3,1,5,1,3,0,6,6,176,88,1,1,1,4,1,4,1,0,0,0,1,0
"38189","RS",5,3,2,2,6,2,2,3,6,7,168,71,2,2,2,3,1,2,2,0,0,0,2,0
"38190","RS",10,4,3,3,10,1,1,7,6,7,158,70,1,1,3,4,1,4,2,1,1,0,2,0
"38191","RS",6,7,1,2,10,6,2,4,2,2,188,102,1,2,1,3,1,3,1,0,0,0,1,0
"38192","RS",0,4,0,4,2,2,3,0,4,7,170,100,4,4,3,1,4,1,4,0,1,1,1,0
"38193","RS",8,2,1,2,6,6,3,2,1,7,180,80,2,1,2,3,2,3,2,0,1,0,1,0
"38194","RS",8,5,0,1,10,4,3,7,1,7,165,70,1,1,2,3,1,2,2,0,0,0,2,0
"38195","RS",9,6,5,1,10,2,2,2,2,7,177,72,2,1,4,3,2,3,3,0,0,0,1,0
"38196","RS",6,6,3,2,5,3,3,2,6,4,171,52,2,2,1,2,2,2,1,0,0,1,2,0
"38197","RS",9,5,1,1,9,3,1,6,3,5,191,80,1,1,1,3,1,4,1,0,0,0,1,1
"38198","RS",10,5,4,1,10,4,2,0,6,7,175,84,1,2,3,4,3,4,1,0,0,0,2,0
"38199","RS",5,6,1,3,5,2,2,0,6,7,170,65,1,2,1,2,2,2,1,1,0,0,2,0
"38200","RS",10,3,4,4,3,5,3,0,6,7,160,60,1,3,1,4,3,2,1,0,0,0,2,0
"38201","RS",8,7,4,3,8,6,4,0,1,1,176,102,1,2,1,3,1,4,2,0,0,0,1,0
"38202","RS",0,5,1,5,9,3,4,0,6,7,160,50,4,4,2,1,4,1,4,0,1,1,2,0
"38203","RS",4,2,1,2,7,3,3,7,6,6,165,53,2,3,2,2,1,2,2,0,0,0,2,1
"38204","RS",3,1,0,5,0,3,2,0,6,7,168,56,2,3,3,2,3,1,2,0,1,0,2,0
"38205","RS",8,5,2,2,7,3,3,2,4,5,175,68,2,2,3,3,1,2,2,0,0,0,2,0
"38206","RS",7,6,3,3,5,4,3,6,1,3,183,80,1,2,1,3,1,3,2,0,0,0,1,0
"38207","RS",7,7,3,1,8,4,4,7,5,5,182,72,1,1,2,3,2,3,2,0,0,0,2,0
"38208","RS",5,2,1,3,8,4,2,0,4,6,173,69,2,2,2,2,3,2,2,0,0,1,1,0
"38209","RS",10,7,1,1,10,4,3,0,6,7,160,57,1,1,1,4,1,4,1,0,0,0,2,0
"38210","RS",5,4,0,4,10,5,5,0,1,7,168,75,4,2,2,2,4,2,4,1,0,1,2,0
"38211","RS",8,6,2,1,7,3,3,2,1,3,185,90,1,2,1,3,2,4,1,0,0,0,1,0
"38212","RS",7,6,2,1,8,3,3,0,6,3,176,55,1,1,1,3,1,3,1,0,0,0,2,0
"38213","RS",9,6,2,1,4,1,1,7,6,7,170,59,1,1,2,3,1,3,1,0,0,0,2,0
"38214","RS",10,7,4,2,10,3,1,0,4,6,176,85,1,1,4,4,1,4,1,0,0,0,2,0
"38215","RS",10,5,1,2,10,3,3,0,4,5,180,105,1,2,1,3,1,3,1,0,0,0,1,0
"38216","RS",10,7,5,1,9,2,3,2,2,4,177,65,1,2,3,4,1,4,2,0,0,0,2,0
"38217","RS",9,7,3,3,9,1,3,7,1,7,165,90,2,1,2,3,2,2,2,0,0,1,2,0
"38218","RS",7,6,3,1,6,3,3,7,1,4,183,85,1,1,1,2,1,2,1,0,0,0,1,1
"38219","RS",7,6,1,4,6,3,2,3,6,7,165,60,1,1,1,2,3,2,3,0,0,0,2,0
"38220","RS",8,6,1,2,7,3,3,7,6,7,170,95,3,3,4,2,3,2,2,0,0,0,2,0
"38221","RS",8,3,3,2,7,4,1,7,6,6,168,72,1,2,3,3,1,2,1,0,0,0,2,0
"38222","RS",2,7,1,2,10,3,3,0,6,7,186,120,2,1,1,2,1,2,2,0,0,0,1,0
"38223","RS",10,2,4,3,8,3,3,7,1,3,190,112,2,3,1,3,1,2,1,0,0,0,1,0
"38224","RS",9,6,4,1,7,4,3,0,1,3,186,83,1,2,2,4,1,4,1,0,0,0,1,0
"38225","RS",7,4,1,2,7,2,3,0,5,7,157,59,1,2,3,3,1,4,1,1,0,0,2,0
"38226","RS",5,2,3,3,6,4,3,5,4,3,170,75,2,1,3,2,3,2,2,0,1,0,2,0
"38227","RS",10,6,2,1,6,5,4,0,5,7,169,47,1,1,2,3,1,2,2,0,0,0,2,0
"38228","RS",9,5,4,1,9,6,5,2,6,6,176,64,1,2,1,3,1,3,1,0,0,0,2,0
"38229","RS",6,4,1,4,6,2,1,1,4,3,165,60,2,2,3,2,2,2,2,1,1,0,1,0
"38230","RS",10,7,2,2,2,3,3,7,4,7,168,72,1,2,1,2,1,3,2,0,0,0,2,0
"38231","RS",5,5,2,3,5,4,2,NA,6,7,158,75,1,2,2,2,3,2,2,0,1,0,2,0
"38232","RS",2,3,2,4,2,6,3,0,1,7,158,80,4,4,4,2,4,1,4,1,1,1,2,0
"38233","RS",6,5,NA,3,7,4,4,7,6,7,150,60,1,2,2,NA,NA,2,2,1,1,0,2,1
"38234","RS",5,4,2,4,5,3,2,7,4,5,162,70,1,3,4,2,1,4,1,1,1,1,1,0
"38235","RS",8,6,1,2,9,4,3,2,4,3,181,75,1,1,1,3,1,2,1,0,1,0,1,0
"38236","RS",10,3,4,4,10,3,2,0,6,7,170,72,3,3,3,2,1,2,3,0,0,1,2,0
"38237","RS",5,5,0,2,10,3,4,1,1,2,172,74,1,1,1,1,1,1,1,0,0,0,1,0
"38238","RS",10,5,2,2,8,3,2,2,6,2,180,95,1,2,2,3,1,3,1,0,0,0,1,0
"38239","RS",9,6,2,2,7,3,2,7,6,1,172,85,1,1,1,3,1,2,1,0,0,0,1,0
"38240","RS",5,6,4,2,10,2,1,0,6,3,172,80,2,2,2,3,4,3,1,0,1,0,1,0
"38241","RS",7,4,2,3,5,4,1,6,1,6,178,70,2,3,3,2,2,2,2,0,0,0,1,0
"38242","RS",9,5,0,3,7,2,3,5,6,2,163,63,1,1,1,3,1,2,1,0,1,0,2,0
"38243","RS",8,6,NA,1,10,4,4,7,6,6,165,55,1,1,1,4,1,4,NA,0,0,0,2,0
"38244","RS",3,3,0,3,8,4,2,3,4,2,184,105,1,3,3,3,1,2,1,0,1,0,1,0
"38245","RS",7,3,2,3,6,3,3,0,6,7,185,70,3,3,2,2,2,2,2,0,0,0,1,0
"38246","RS",8,7,2,1,10,1,2,3,1,6,168,80,1,1,1,3,1,4,2,0,0,0,2,0
"38247","RS",1,6,2,3,7,2,2,0,1,1,175,75,1,2,1,2,2,2,2,0,0,0,1,0
"38248","RS",9,6,5,1,10,6,2,3,1,3,169,60,1,1,3,3,1,3,1,0,0,0,2,0
"38249","RS",9,5,2,2,9,3,2,2,4,3,182,95,1,2,2,3,1,3,2,1,0,0,1,0
"38250","RS",5,6,3,3,10,2,2,5,6,4,184,98,2,1,2,3,1,3,1,0,0,0,1,1
"38251","RS",8,7,3,2,10,3,3,5,1,4,170,55,1,2,1,3,1,3,1,0,0,0,2,0
"38252","RS",5,4,0,2,5,4,3,7,2,1,172,85,2,1,1,2,2,2,1,0,0,0,1,0
"38253","RS",8,6,2,2,10,2,2,7,6,7,168,52,4,2,1,3,2,3,1,0,0,0,2,0
"38254","RS",6,4,2,2,7,4,3,7,1,7,170,72,2,4,1,4,3,2,1,0,0,0,2,0
"38255","RS",10,3,2,2,7,3,3,2,6,4,178,80,1,1,1,3,1,3,2,0,0,0,1,0
"38256","RS",7,5,3,3,8,5,3,2,3,2,175,70,2,2,2,2,1,2,2,0,1,0,1,0
"38257","RS",5,6,1,1,5,3,2,4,6,7,180,105,1,1,1,NA,4,4,1,0,0,0,1,0
"38258","RS",9,7,5,3,10,2,2,3,6,4,190,110,2,1,1,3,1,1,2,1,0,0,1,0
"38259","RS",10,2,3,2,7,5,4,7,1,6,176,110,2,3,1,2,2,4,1,0,1,0,1,0
"38260","RS",10,4,6,3,10,4,3,0,4,6,176,95,1,1,2,4,1,4,2,0,1,0,1,0
"38261","RS",7,7,3,1,10,1,4,3,6,2,175,82,1,1,2,2,1,3,1,0,0,0,1,0
"38262","RS",9,6,4,3,5,4,3,3,6,7,175,64,1,1,3,4,3,3,2,0,0,0,1,0
"38263","RS",7,4,NA,2,5,7,5,5,1,7,178,75,2,1,1,3,2,3,1,0,0,0,1,0
"38264","RS",4,7,4,2,6,3,3,7,4,1,166,62,2,2,2,2,4,2,2,0,1,0,1,1
"38265","RS",5,2,1,4,10,3,3,NA,6,7,165,70,2,2,2,2,2,2,2,0,0,0,2,0
"38266","RS",8,6,2,2,10,3,3,5,1,2,180,85,1,1,1,3,1,3,1,0,0,0,1,0
"38267","RS",8,6,3,1,9,4,4,0,6,5,165,64,1,2,1,3,1,3,1,0,0,0,2,0
"38268","RS",5,4,3,2,5,4,2,7,6,7,180,98,1,2,1,3,1,4,2,0,0,1,1,0
"38269","RS",8,4,NA,3,5,3,3,7,6,5,175,70,2,2,2,3,2,3,2,0,0,0,1,0
"38270","RS",10,6,2,3,10,3,3,0,2,7,170,90,1,2,3,3,1,2,2,0,1,0,2,0
"38271","RS",2,2,0,4,5,4,3,1,4,7,155,74,1,3,3,2,3,1,3,0,1,1,2,0
"38272","RS",8,4,2,1,6,1,2,2,6,6,178,72,1,2,1,3,1,2,2,0,0,0,2,1
"38273","RS",10,4,3,1,9,1,2,7,2,5,173,73,1,2,2,4,1,4,2,0,0,0,1,0
"38274","RS",8,7,1,2,10,4,3,7,5,3,178,80,1,1,1,2,2,3,1,0,0,0,1,0
"38275","RS",10,7,1,3,10,1,3,0,4,6,170,72,1,4,2,4,1,4,1,0,1,0,1,0
"38276","RS",10,7,1,1,10,3,3,1,6,7,163,55,2,1,2,3,1,3,2,0,0,0,1,0
"38277","RS",8,5,3,3,6,3,3,1,4,7,166,57,2,2,1,2,2,2,2,0,0,0,2,0
"38278","RS",7,4,2,2,7,4,4,6,4,7,172,69,1,1,2,2,2,2,2,0,0,0,2,0
"38279","RS",5,3,NA,5,5,7,6,0,1,7,160,58,1,3,1,2,2,2,2,0,0,0,2,0
"38280","RS",4,6,0,4,10,3,3,0,6,7,183,100,1,2,1,2,2,2,2,0,0,0,1,0
"38281","RS",8,7,3,2,4,5,3,0,3,4,170,66,2,1,1,4,1,4,1,1,0,0,2,0
"38282","RS",9,3,1,1,7,5,3,1,4,5,174,82,1,2,1,3,1,4,2,0,0,0,1,0
"38283","RS",4,5,0,1,10,1,2,7,2,2,183,75,2,1,1,2,3,2,2,0,0,0,1,0
"38284","RS",4,6,3,4,5,5,3,7,1,6,183,103,2,3,3,3,3,3,2,1,0,0,1,0
"38285","RS",5,7,1,3,2,3,3,4,6,7,163,65,2,2,1,2,1,3,2,0,0,0,2,0
"38286","RS",3,6,2,2,5,2,1,7,6,7,180,100,2,2,2,2,3,2,2,1,1,0,1,0
"38287","RS",8,2,2,2,7,2,3,4,4,4,188,83,1,2,2,3,1,3,2,0,0,0,1,0
"38288","RS",7,6,0,2,9,4,4,0,1,5,175,85,1,1,1,2,2,1,1,0,1,0,1,0
"38289","RS",8,7,2,1,0,5,4,0,2,7,180,69,2,2,2,2,1,1,3,1,1,1,2,0
"38290","RS",4,4,1,2,5,7,5,0,1,7,180,100,3,3,2,1,3,2,3,0,0,0,1,0
"38291","RS",5,6,2,3,5,3,3,0,4,1,170,70,2,2,2,NA,2,1,2,0,1,0,1,0
"38292","RS",10,7,NA,2,10,4,3,7,1,4,165,75,1,1,1,4,1,3,2,0,0,0,2,0
"38293","RS",8,6,3,2,8,4,4,5,6,2,184,86,1,2,1,4,1,3,1,0,0,0,1,0
"38294","RS",10,7,1,4,10,3,2,0,6,7,152,74,1,3,3,2,2,2,2,1,0,1,2,0
"38295","RS",5,6,0,1,10,3,2,0,6,7,155,63,1,1,2,4,2,1,1,0,0,0,2,0
"38296","RS",8,7,1,1,7,3,5,7,6,5,195,90,1,2,1,3,1,3,1,0,0,0,1,0
"38297","RS",4,7,3,1,10,3,3,7,6,7,167,55,2,1,1,2,2,1,3,0,0,0,2,0
"38298","RS",8,5,0,3,10,4,3,1,4,7,163,70,3,3,3,1,4,1,3,1,1,0,2,0
"38299","RS",5,6,0,2,7,6,3,5,1,7,170,65,2,1,2,3,2,3,2,0,0,0,1,0
"38300","RS",0,2,0,3,6,2,4,7,6,4,170,83,1,1,1,2,2,2,1,0,0,0,2,0
"38301","RS",8,7,3,3,9,4,2,2,6,2,167,60,1,2,2,3,1,2,1,0,0,0,2,0
"38302","RS",7,6,NA,3,10,3,3,0,1,7,183,96,1,2,2,3,1,3,2,1,0,1,1,0
"38303","RS",7,6,3,1,9,5,3,2,1,1,194,83,1,4,1,4,1,4,1,0,0,0,1,0
"38304","RS",5,2,1,4,2,3,2,NA,6,7,175,70,4,3,4,1,4,1,4,0,0,0,2,0
"38305","RS",10,7,3,1,8,6,3,1,1,2,179,72,1,1,1,4,1,3,1,0,0,0,2,0
"38306","RS",5,2,0,3,6,5,3,0,4,7,165,72,2,2,1,2,2,1,2,0,0,0,2,0
"38307","RS",7,4,2,1,7,5,3,0,5,3,180,89,1,1,2,4,1,4,1,0,1,0,1,0
"38308","RS",5,5,1,3,9,1,3,1,4,7,169,75,1,2,3,3,2,3,2,0,1,0,2,0
"38309","RS",10,4,4,1,10,2,1,0,6,4,153,50,1,1,1,4,1,4,1,0,0,0,2,0
"38310","RS",8,5,4,2,8,3,3,3,2,3,170,80,1,2,2,3,1,4,1,1,0,0,2,0
"38311","RS",8,4,2,3,8,3,3,0,1,6,160,62,2,2,3,2,2,2,2,0,0,0,2,0
"38312","RS",8,4,3,4,1,6,4,0,1,1,186,90,2,1,1,3,4,2,2,1,1,0,1,0
"38313","RS",5,5,4,1,10,4,2,2,6,7,160,84,1,1,1,3,1,3,1,0,0,0,1,0
"38314","RS",7,6,1,2,8,3,3,7,1,3,178,83,1,2,1,3,1,2,1,0,0,0,1,0
"38315","RS",8,4,3,3,8,3,2,3,5,4,178,86,1,2,2,3,1,3,2,0,0,0,1,0
"38316","RS",6,4,2,1,7,3,3,3,6,6,172,70,1,1,2,3,1,3,1,0,0,0,1,0
"38317","RS",9,6,4,3,9,3,3,4,6,6,166,60,1,3,3,4,1,2,1,0,0,0,2,0
"38318","RS",9,5,2,3,5,5,3,0,6,7,155,55,2,2,1,2,1,2,2,0,0,0,2,0
"38319","RS",10,7,4,4,10,1,1,0,1,7,187,73,1,2,4,3,2,3,3,1,0,0,1,0
"38320","RS",7,6,1,1,10,2,3,4,6,2,188,92,1,1,1,3,1,2,1,0,0,0,1,0
"38321","RS",9,7,1,1,9,4,4,4,6,4,180,80,1,2,2,3,1,4,1,0,0,0,1,0
"38322","RS",8,6,3,3,9,3,3,3,2,3,183,90,1,2,2,3,1,3,1,1,0,0,1,0
"38323","RS",9,4,4,2,9,2,3,0,5,6,180,80,1,2,3,3,2,3,1,0,0,0,2,0
"38324","RS",5,6,4,2,8,5,5,3,2,5,173,70,1,1,1,2,1,2,2,0,0,0,2,0
"38325","RS",9,7,4,1,10,3,2,7,3,1,191,95,1,1,1,4,1,4,1,0,0,0,1,0
"38326","RS",8,4,3,1,6,4,3,3,6,6,170,70,2,2,2,2,2,2,2,0,0,0,1,0
"38327","RS",10,7,4,3,7,3,4,7,1,1,180,125,1,1,1,3,1,3,1,0,0,0,1,0
"38328","RS",8,6,2,2,7,6,4,2,6,3,170,60,1,2,1,4,1,4,1,0,0,0,2,0
"38329","RS",7,7,2,2,8,3,3,7,3,5,176,86,1,2,3,3,1,2,2,0,1,0,1,0
"38330","RS",6,5,2,1,7,5,4,4,3,7,175,72,1,2,1,3,1,4,1,0,0,0,1,0
"38331","RS",8,6,2,3,8,3,3,6,6,6,178,102,1,2,1,3,1,3,2,0,0,0,1,0
"38332","RS",10,7,1,1,10,1,3,1,6,7,160,70,1,1,2,3,2,2,2,0,0,0,1,0
"38333","RS",5,7,0,3,5,3,3,7,1,4,172,62,2,1,2,2,1,NA,1,0,0,0,1,0
"38334","RS",9,6,3,3,4,4,3,7,1,1,186,102,2,3,2,3,2,3,2,1,1,0,1,0
"38335","RS",7,6,0,2,5,2,3,7,6,7,164,68,1,1,1,2,2,2,1,0,0,0,2,0
"38336","RS",7,6,0,2,9,5,4,0,5,7,156,80,1,2,1,3,1,2,1,0,0,0,2,0
"38337","RS",5,7,1,1,10,4,3,0,1,1,190,90,1,1,1,1,3,3,1,0,0,0,1,0
"38338","RS",8,4,2,1,8,4,4,2,2,3,174,82,1,2,2,2,1,2,1,0,0,0,1,0
"38339","RS",10,6,0,1,10,6,3,0,4,4,184,78,1,1,1,4,1,4,1,0,0,0,1,0
"38340","RS",9,6,3,3,10,3,3,2,6,2,178,68,2,2,4,4,1,3,2,0,0,0,2,0
"38341","RS",10,7,4,3,10,3,3,7,4,1,180,90,3,4,3,3,2,2,2,1,1,0,1,0
"38342","RS",7,6,3,2,8,4,3,5,2,2,172,70,2,2,3,2,1,2,2,0,0,0,2,0
"38343","RS",7,1,2,3,10,2,2,1,6,7,168,72,2,2,2,2,2,2,2,0,1,1,2,0
"38344","RS",9,5,3,2,8,2,2,0,2,6,172,72,1,1,1,3,1,4,1,0,0,0,2,0
"38345","RS",9,7,2,1,9,3,3,2,6,3,170,70,1,1,1,3,1,3,1,0,0,0,2,0
"38346","RS",4,7,6,3,5,3,3,0,4,3,183,85,1,2,3,3,2,3,2,0,0,0,1,0
"38347","RS",7,3,2,4,2,5,3,7,1,5,176,85,1,2,1,4,2,3,2,0,1,0,1,0
"38348","RS",8,5,4,4,5,4,2,0,6,7,165,85,2,3,3,2,1,1,2,1,1,1,2,0
"38349","RS",6,7,2,3,4,3,3,0,6,1,175,80,2,2,1,2,1,2,2,0,0,0,1,0
"38350","RS",8,6,3,1,6,4,4,3,6,NA,180,82,1,2,1,3,2,3,2,0,0,0,1,1
"38351","RS",8,7,3,3,10,4,4,3,6,7,174,74,1,2,2,3,2,4,2,0,0,0,1,0
"38352","RS",10,5,4,2,7,4,3,7,6,5,160,55,1,1,2,3,1,3,1,0,1,0,2,0
"38353","RS",9,6,1,3,5,3,3,3,4,7,172,100,2,1,3,3,1,4,2,0,1,0,2,0
"38354","RS",7,6,3,2,9,6,3,3,4,7,163,45,2,2,2,3,1,2,2,0,0,0,2,0
"38355","RS",10,7,2,2,10,4,3,0,6,5,163,90,1,1,2,4,1,4,1,0,0,0,2,0
"38356","RS",6,3,2,3,5,3,3,0,6,6,187,100,2,2,2,1,4,1,4,0,0,0,1,0
"38357","RS",7,6,2,3,6,4,3,0,4,4,172,75,1,2,2,2,1,3,1,0,0,0,2,0
"38358","RS",10,4,3,2,10,6,6,5,4,7,180,103,1,1,1,3,1,3,1,0,0,0,1,0
"38359","RS",5,1,0,2,7,4,2,7,2,7,150,50,2,2,1,3,2,3,2,0,0,0,2,0
"38360","RS",10,5,3,2,8,3,3,7,4,6,165,65,1,1,1,4,1,4,2,0,0,0,1,0
"38361","RS",7,5,3,1,5,2,1,5,6,7,182,60,3,3,1,2,2,2,3,0,0,0,2,0
"38362","RS",10,7,3,3,10,4,3,2,4,2,170,65,1,2,2,3,1,2,1,0,1,1,1,0
"38363","RS",8,5,1,3,10,3,1,7,6,4,183,85,1,2,1,4,1,3,1,0,0,0,1,0
"38364","RS",10,7,4,1,10,4,4,0,6,7,160,80,1,1,3,4,2,1,2,0,0,0,2,0
"38365","RS",8,5,2,3,6,5,3,2,1,1,180,80,1,1,2,3,1,3,1,0,0,0,1,0
"38366","RS",5,4,3,1,7,2,3,3,6,2,170,65,1,1,1,2,1,2,1,0,0,0,2,0
"38367","RS",8,4,2,1,2,4,4,2,6,4,168,68,2,2,3,2,1,1,2,0,0,0,2,0
"38368","RS",8,6,3,2,6,3,2,4,4,4,175,70,1,2,2,3,2,2,2,0,0,0,2,0
"38369","RS",8,6,3,2,10,5,2,5,5,4,187,98,1,1,1,3,2,3,2,0,0,0,1,0
"38370","RS",7,5,3,1,7,3,3,4,4,7,180,83,1,1,1,3,1,2,1,0,0,0,2,0
"38371","RS",8,2,0,5,10,6,2,NA,1,7,160,70,1,4,1,3,4,2,3,0,0,0,2,0
"38372","RS",5,3,1,3,0,4,1,0,4,3,178,100,2,2,3,2,2,2,2,0,0,0,1,0
"38373","RS",9,7,6,2,6,2,2,0,4,7,180,85,1,1,2,4,1,4,1,0,0,0,1,0
"38374","RS",8,6,1,3,6,3,3,2,1,6,164,94,2,2,3,3,1,4,2,0,1,0,2,0
"38375","RS",10,6,5,2,9,3,3,3,5,NA,167,65,1,2,2,4,1,4,1,0,0,0,2,0
"38376","RS",10,4,2,2,8,3,2,7,1,7,163,65,2,3,2,3,2,4,2,0,0,0,2,0
"38377","RS",10,2,2,1,8,2,2,1,4,1,176,100,1,1,1,4,1,4,1,0,1,0,1,0
"38378","RS",5,7,1,3,10,5,2,1,6,7,157,70,2,2,3,2,4,2,2,1,0,1,2,0
"38379","RS",9,4,2,1,8,3,2,5,6,7,161,70,1,1,1,4,1,4,1,0,0,0,2,0
"38380","RS",7,7,2,1,7,4,4,2,6,7,178,80,1,1,1,3,1,3,1,0,0,0,1,0
"38381","RS",10,3,4,3,9,4,3,4,6,5,183,123,1,1,1,4,1,4,1,0,1,0,1,0
"38382","RS",3,4,0,3,2,6,3,2,4,7,167,82,2,3,2,1,2,1,2,0,0,1,2,0
"38383","RS",8,7,0,2,10,3,3,1,6,7,165,78,1,2,4,4,1,4,1,0,0,0,2,0
"38384","RS",9,5,3,1,10,5,1,4,4,2,169,85,1,1,1,3,1,3,1,0,0,0,1,0
"38385","RS",7,4,0,1,7,2,1,1,6,7,179,81,1,2,1,1,1,1,4,0,0,0,1,0
"38386","RS",6,6,2,1,9,6,6,7,1,4,179,80,1,2,1,3,1,3,1,0,1,0,1,1
"38387","RS",7,6,0,3,7,3,3,7,6,4,174,75,1,1,1,3,2,4,2,0,0,0,2,0
"38388","RS",8,4,3,2,7,2,2,0,1,2,170,57,1,2,2,2,1,2,NA,0,0,0,2,0
"38389","RS",7,4,1,2,6,3,3,0,1,3,172,69,1,2,1,2,2,3,1,1,0,0,2,0
"38390","RS",8,4,1,4,NA,5,4,0,4,7,178,87,1,1,1,4,4,4,2,0,0,0,1,0
"38391","RS",6,3,1,3,6,2,3,0,6,7,170,65,4,3,2,1,3,1,4,0,0,0,2,0
"38392","RS",5,6,3,3,9,1,1,3,6,7,153,50,3,2,3,3,4,2,3,1,0,1,2,0
"38393","RS",10,7,4,3,10,3,3,5,6,7,162,65,1,1,2,4,1,4,1,0,1,0,2,0
"38394","RS",8,7,2,2,10,5,5,7,1,7,174,68,2,2,2,3,2,3,2,0,0,0,2,0
"38395","RS",6,4,0,2,6,3,2,0,5,4,175,90,1,2,1,3,2,2,2,0,0,0,1,0
"38396","RS",7,6,4,3,5,5,2,3,1,4,160,85,2,2,2,2,1,2,2,0,1,0,2,0
"38397","RS",7,4,0,2,9,2,3,7,6,7,150,55,2,1,1,2,2,2,2,0,0,0,2,0
"38398","RS",7,4,4,4,9,2,2,0,4,6,178,94,1,3,2,3,1,2,1,0,0,0,1,0
"38399","RS",7,6,0,3,5,3,4,4,4,6,173,75,1,2,1,3,1,4,1,1,0,0,2,0
"38400","RS",8,6,4,1,8,3,3,3,5,5,176,79,1,1,2,3,1,3,1,0,0,0,1,0
"38401","RS",3,5,4,3,10,6,1,0,1,7,178,74,2,2,3,3,1,3,1,0,1,0,1,0
"38402","RS",7,5,4,3,8,3,2,1,6,7,170,100,2,3,3,3,2,2,2,0,1,0,2,0
"38403","RS",7,6,2,1,5,4,4,5,6,5,183,87,2,1,1,2,1,2,1,0,0,0,1,0
"38404","RS",9,4,3,3,9,3,2,4,6,4,175,80,1,1,1,4,1,4,1,0,1,0,1,0
"38405","RS",4,5,0,1,10,4,3,0,1,5,180,90,2,2,1,3,1,2,2,0,0,0,1,0
"38406","RS",8,4,2,3,6,4,3,1,6,7,165,65,1,2,2,3,1,3,2,0,1,0,2,0
"38407","RS",5,5,1,3,7,3,3,5,1,3,189,92,2,3,2,2,2,2,2,0,1,0,1,0
"38408","RS",5,5,1,2,3,2,2,1,1,5,179,88,1,2,1,2,3,3,2,0,0,0,1,0
"38409","RS",6,2,5,3,6,3,3,6,1,6,165,50,2,2,1,2,4,2,3,0,0,0,2,0
"38410","RS",2,4,0,4,3,5,4,0,1,4,175,62,3,4,2,1,3,1,3,0,0,0,1,0
"38411","RS",7,6,3,2,7,2,2,1,1,2,176,65,2,2,3,2,1,1,2,0,0,0,2,0
"38412","RS",10,6,3,4,9,4,2,0,6,7,155,65,2,2,2,2,4,NA,2,1,1,1,2,0
"38413","RS",7,2,1,3,6,2,4,2,5,6,161,85,2,1,1,2,1,2,1,0,0,0,2,0
"38414","RS",8,6,2,2,8,2,5,5,6,4,160,50,1,1,1,2,1,2,1,0,0,0,2,0
"38415","RS",1,5,2,3,7,3,3,1,6,3,175,70,1,2,2,2,2,2,1,0,0,0,2,0
"38416","RS",10,6,3,3,9,3,2,7,6,4,169,60,1,2,1,3,1,4,1,0,0,0,2,0
"38417","RS",7,7,5,4,5,3,3,2,4,6,165,72,2,3,3,2,2,2,4,1,1,1,2,0
"38418","RS",7,6,1,3,5,4,3,0,1,7,193,93,1,2,2,3,1,3,2,0,0,1,1,1
"38419","RS",5,6,1,3,7,2,3,2,4,2,180,110,1,3,3,2,1,2,2,0,1,0,1,0
"38420","RS",3,7,6,1,4,3,3,7,6,4,175,67,1,1,1,3,1,3,1,0,0,0,2,0
"38421","RS",5,7,2,2,8,3,3,0,1,6,168,70,1,2,3,2,1,3,1,0,0,0,2,0
"38422","RS",8,3,3,3,8,5,2,0,6,6,170,100,1,1,1,3,1,2,1,0,0,0,2,0
"38423","RS",6,7,3,1,5,3,2,7,6,2,174,80,2,2,2,2,2,2,1,0,0,0,1,0
"38424","RS",9,3,2,2,8,4,4,0,1,2,178,79,1,1,1,3,1,3,1,0,0,0,1,0
"38425","RS",8,6,3,2,7,2,3,5,6,4,180,78,1,1,1,2,1,3,1,0,0,0,2,0
"38426","RS",8,2,3,3,9,4,3,3,1,1,167,65,2,2,1,1,3,2,2,0,0,0,2,0
"38427","RS",6,7,4,2,8,4,4,3,4,7,178,80,2,2,3,3,1,3,2,0,0,0,1,0
"38428","RS",10,4,6,4,5,4,3,0,4,1,190,80,1,1,1,3,1,2,1,0,1,0,1,0
"38429","RS",7,7,2,1,9,5,4,1,4,2,192,105,1,2,1,3,2,NA,2,0,0,0,1,0
"38430","RS",6,3,3,2,7,3,3,7,6,7,168,70,2,2,2,3,1,3,2,1,0,0,2,0
"38431","RS",10,6,4,2,10,1,1,5,6,7,175,90,1,1,2,2,2,3,1,0,0,0,1,0
