"","cntry","happy","sclmeet","inprdsc","health","ctrlife","etfruit","eatveg","dosprt","cgtsmok","alcfreq","height","weighta","fltdpr","flteeff","slprl","wrhpp","fltlnl","enjlf","fltsd","hltprhc","hltprhb","hltprdi","gndr","paccnois"
"8467","DE",9,6,4,2,10,2,2,7,3,2,163,55,2,1,2,3,1,3,2,0,0,0,2,0
"8468","DE",9,7,3,4,6,2,3,1,6,1,175,82,1,1,2,3,1,3,1,0,0,0,1,0
"8469","DE",4,3,4,3,6,4,3,3,6,7,170,115,2,2,3,3,2,2,2,0,0,0,2,0
"8470","DE",10,3,4,2,8,3,4,3,4,4,164,87,3,3,4,1,1,1,3,0,0,0,2,0
"8471","DE",10,6,4,3,10,1,3,7,4,3,185,83,1,1,1,4,1,4,1,0,0,0,1,0
"8472","DE",2,2,4,2,5,1,3,7,5,4,180,85,3,2,4,1,2,2,3,0,0,0,1,0
"8473","DE",8,6,3,3,9,1,2,5,4,6,168,82,1,2,1,3,1,4,1,0,0,0,1,0
"8474","DE",8,6,4,2,7,1,1,4,4,4,170,90,1,2,3,3,1,2,1,0,0,0,2,0
"8475","DE",7,7,4,3,9,6,6,3,5,1,153,57,2,2,1,3,1,3,1,0,0,0,2,0
"8476","DE",8,4,4,2,7,4,3,2,5,5,182,82,1,3,2,3,1,3,2,0,0,0,1,0
"8477","DE",8,5,4,3,7,4,4,6,2,3,173,85,1,4,4,3,1,2,1,0,1,0,1,0
"8478","DE",8,7,4,2,8,3,2,7,6,4,190,82,1,2,2,4,1,4,2,0,0,1,1,0
"8479","DE",9,5,3,1,9,3,4,4,5,4,168,65,1,1,1,3,1,4,1,0,0,0,2,1
"8480","DE",8,5,4,1,6,4,4,3,6,2,172,70,1,1,2,3,1,3,1,0,0,0,1,0
"8481","DE",8,4,4,2,8,3,2,2,5,5,184,85,1,1,1,1,2,2,1,0,0,0,1,0
"8482","DE",5,3,1,3,5,3,4,5,1,1,181,84,4,4,3,2,1,2,1,0,0,0,1,0
"8483","DE",7,5,6,1,7,1,1,7,1,3,175,85,1,2,2,3,1,3,1,0,0,0,2,0
"8484","DE",5,5,4,3,3,3,2,2,6,7,174,73,2,3,4,2,2,2,2,0,0,0,1,0
"8485","DE",9,4,3,3,9,4,3,1,2,3,158,55,1,1,1,3,1,3,2,0,0,0,2,0
"8486","DE",9,6,4,2,10,2,3,2,6,5,187,130,1,1,1,4,1,4,1,0,0,0,1,0
"8487","DE",8,6,5,2,7,2,3,3,6,3,168,79,1,2,2,3,1,3,1,0,0,0,2,0
"8488","DE",8,6,3,1,8,5,4,2,6,6,195,80,2,1,2,3,2,3,2,0,0,0,1,0
"8489","DE",7,6,4,2,8,3,3,4,2,2,180,88,1,1,1,3,1,4,1,0,0,0,1,0
"8490","DE",9,5,5,2,7,3,2,0,4,4,169,75,2,1,2,3,1,3,2,0,0,0,2,0
"8491","DE",5,3,2,3,3,6,3,4,6,5,168,88,1,1,2,3,2,3,1,1,0,1,2,0
"8492","DE",9,7,4,1,10,3,3,7,6,5,195,85,2,3,2,3,2,3,2,0,0,0,1,0
"8493","DE",9,6,2,2,8,4,3,5,4,2,170,66,1,1,2,4,1,3,1,0,0,0,2,0
"8494","DE",3,4,3,3,8,1,1,0,6,4,168,78,3,2,3,2,2,3,1,0,1,0,2,0
"8495","DE",2,4,3,4,4,6,5,3,4,2,191,90,3,3,1,2,3,2,2,0,1,0,1,0
"8496","DE",10,3,4,2,8,4,4,0,6,3,168,104,1,2,3,3,1,2,1,0,1,0,2,0
"8497","DE",9,4,3,3,7,3,3,3,5,5,190,104,1,2,2,4,1,3,1,0,0,0,1,1
"8498","DE",8,6,4,2,9,2,2,6,4,3,168,61,2,2,2,3,2,3,2,0,0,0,2,0
"8499","DE",10,4,4,3,9,2,3,3,4,7,160,87,1,1,4,4,1,1,1,1,1,0,2,0
"8500","DE",8,4,4,3,7,2,2,3,5,4,165,70,2,2,2,3,1,3,2,0,0,0,2,0
"8501","DE",8,5,3,4,8,3,4,4,6,4,151,48,2,2,2,2,1,3,2,0,0,0,2,0
"8502","DE",7,2,3,2,6,2,2,7,6,7,160,54,2,2,4,4,4,4,2,0,0,0,2,0
"8503","DE",8,6,3,2,8,5,5,7,6,2,176,85,2,1,3,3,1,2,2,0,0,0,1,0
"8504","DE",7,5,4,2,6,4,3,7,4,3,160,70,2,2,1,2,1,2,2,0,0,0,2,1
"8505","DE",8,6,3,3,2,2,2,2,6,3,173,90,1,2,1,3,1,2,2,0,0,0,2,0
"8506","DE",6,5,4,2,9,3,3,7,6,2,161,62,2,1,3,2,1,2,2,0,0,0,2,0
"8507","DE",8,4,1,3,5,3,3,1,4,1,154,57,2,2,2,NA,2,NA,1,1,1,0,2,0
"8508","DE",9,6,4,1,8,2,4,7,6,2,184,88,1,1,2,3,1,3,1,0,1,0,1,0
"8509","DE",10,7,3,2,8,3,3,5,1,NA,186,80,1,2,2,3,2,3,2,0,0,0,1,0
"8510","DE",9,7,5,1,9,5,5,7,6,2,190,86,1,1,1,3,1,4,1,0,0,0,1,0
"8511","DE",8,4,4,2,9,3,3,7,6,2,182,84,1,2,2,3,1,3,2,0,0,0,1,0
"8512","DE",9,5,2,2,10,3,3,3,6,3,168,66,1,1,1,3,1,3,1,0,0,0,2,0
"8513","DE",8,4,0,2,8,6,3,1,2,3,176,72,1,2,2,3,2,3,2,0,0,0,1,1
"8514","DE",6,7,5,2,7,4,4,7,6,6,173,75,1,3,2,3,1,2,1,0,0,0,1,0
"8515","DE",10,4,1,1,10,5,4,5,6,2,164,60,1,1,3,4,1,3,1,0,1,0,2,0
"8516","DE",4,4,4,2,6,2,2,7,2,3,189,82,2,2,2,2,3,2,2,0,0,0,1,1
"8517","DE",10,6,5,3,10,5,4,0,1,6,180,81,1,1,1,3,1,3,1,1,0,0,1,0
"8518","DE",8,6,4,2,8,3,3,3,6,6,164,55,1,3,2,3,1,2,2,0,0,0,2,0
"8519","DE",5,5,1,3,7,6,5,2,1,2,195,105,1,1,2,2,2,2,2,1,1,1,1,0
"8520","DE",8,5,2,2,8,4,3,7,3,3,195,92,1,2,2,3,1,2,2,0,0,0,1,0
"8521","DE",9,5,5,2,8,5,4,0,5,2,181,82,2,2,1,2,1,4,1,0,0,0,1,0
"8522","DE",6,4,2,3,7,3,4,5,6,4,179,72,1,1,2,3,1,3,2,0,0,0,1,0
"8523","DE",4,4,5,2,7,6,2,3,5,3,182,103,2,2,1,2,1,2,1,0,0,0,1,0
"8524","DE",9,5,2,3,9,2,3,5,6,2,170,59,1,2,1,3,1,4,2,0,0,0,2,0
"8525","DE",8,6,5,2,8,5,3,5,4,2,176,94,1,2,1,4,1,3,1,1,0,0,1,1
"8526","DE",5,3,3,5,3,3,1,1,4,6,169,82,2,3,1,4,1,4,2,0,0,1,1,0
"8527","DE",7,4,1,2,6,3,4,5,1,7,164,65,2,2,1,3,1,3,2,0,0,0,2,0
"8528","DE",6,3,0,2,2,4,4,0,6,7,158,65,2,2,1,2,1,2,2,0,0,0,2,0
"8529","DE",9,3,3,2,9,3,2,7,6,2,164,70,1,1,2,3,1,3,1,0,0,0,2,0
"8530","DE",7,6,3,2,8,2,2,7,6,2,163,59,1,2,2,3,1,3,2,0,1,0,2,0
"8531","DE",9,5,4,1,7,1,3,7,6,3,188,80,1,2,2,3,1,4,1,0,0,0,1,0
"8532","DE",7,7,3,2,5,6,1,7,6,7,175,76,1,1,2,4,1,4,1,0,0,0,1,0
"8533","DE",8,7,6,2,7,2,3,7,4,3,172,58,2,2,3,3,1,3,1,0,0,0,2,0
"8534","DE",7,6,4,2,10,3,3,5,6,3,167,74,1,2,2,3,1,3,2,0,0,1,2,0
"8535","DE",9,6,4,3,9,2,3,1,6,7,178,105,1,3,3,3,1,2,1,0,0,0,2,1
"8536","DE",7,4,3,2,10,5,3,0,4,5,166,75,1,2,1,3,2,2,2,0,0,0,2,0
"8537","DE",10,6,3,3,8,3,5,7,5,1,156,73,1,2,4,4,1,4,2,0,0,0,2,0
"8538","DE",3,4,1,3,5,3,3,7,2,7,176,80,1,2,1,3,1,3,1,1,1,1,1,0
"8539","DE",10,5,4,2,9,3,3,3,1,6,175,72,1,1,1,4,1,3,1,0,0,0,1,0
"8540","DE",6,4,4,3,7,3,2,3,1,7,164,68,2,3,3,2,1,2,2,1,0,0,2,1
"8541","DE",10,4,5,1,5,5,3,7,2,6,155,71,1,3,2,4,1,4,3,0,0,0,1,0
"8542","DE",3,6,2,3,6,3,4,6,1,2,190,80,2,4,1,1,1,1,1,0,0,0,1,0
"8543","DE",10,5,4,2,8,3,2,7,5,3,148,73,1,2,3,4,2,4,1,0,0,0,2,1
"8544","DE",8,6,4,3,8,3,3,2,6,1,178,84,1,1,2,3,1,3,1,1,1,0,1,0
"8545","DE",3,2,4,3,5,6,5,2,1,2,180,76,2,2,3,2,2,2,3,0,0,0,1,1
"8546","DE",10,4,5,1,10,2,2,7,6,7,170,68,1,1,2,4,1,3,1,0,0,0,2,0
"8547","DE",9,4,5,3,9,3,4,0,6,6,168,97,1,1,2,2,1,2,1,0,1,0,2,0
"8548","DE",8,5,3,2,10,2,2,4,6,7,164,56,2,2,2,1,1,3,2,0,0,0,2,0
"8549","DE",7,5,3,2,8,5,4,7,6,6,186,74,1,4,2,3,1,3,1,0,0,0,1,0
"8550","DE",8,5,3,1,10,3,3,2,6,4,167,90,2,1,1,3,1,3,2,0,0,0,2,0
"8551","DE",8,6,6,2,8,2,2,1,6,6,165,65,1,1,2,3,1,3,1,1,1,0,2,0
"8552","DE",8,6,5,3,8,2,5,0,5,2,183,86,2,2,2,4,1,3,1,0,1,1,1,0
"8553","DE",10,7,0,2,10,3,3,0,1,7,145,45,1,2,1,3,1,3,1,0,0,0,2,0
"8554","DE",8,6,1,1,9,3,3,7,6,4,176,72,1,2,1,3,2,2,1,0,0,0,1,0
"8555","DE",9,3,1,3,5,5,4,7,6,2,187,120,1,1,1,4,1,4,1,0,1,0,1,0
"8556","DE",10,7,4,1,9,2,3,4,6,7,171,82,1,2,2,4,1,4,1,0,0,0,1,0
"8557","DE",9,6,4,3,10,3,3,7,4,4,158,58,4,1,1,4,1,4,2,0,0,0,2,0
"8558","DE",10,6,4,1,10,3,3,0,6,7,180,110,1,1,1,4,1,4,1,0,0,0,1,0
"8559","DE",8,4,3,3,6,3,3,6,4,1,180,92,1,2,1,3,1,3,2,0,0,0,1,0
"8560","DE",5,3,3,3,6,2,2,7,6,5,170,90,2,2,2,3,1,3,1,0,1,0,2,0
"8561","DE",2,4,4,3,4,3,3,7,5,3,183,71,2,2,1,1,2,1,3,1,0,0,1,0
"8562","DE",9,5,2,4,8,3,3,7,6,7,172,75,2,2,3,3,1,3,1,0,0,0,1,1
"8563","DE",7,5,4,2,8,4,3,7,6,4,184,72,2,1,2,3,2,3,2,0,0,0,1,0
"8564","DE",8,6,2,1,8,3,2,7,4,1,165,56,1,2,2,3,1,3,1,0,0,0,2,0
"8565","DE",7,6,3,3,8,6,5,7,5,3,170,82,1,1,2,4,1,4,1,0,0,0,1,0
"8566","DE",8,4,4,2,5,2,2,3,4,3,185,82,1,1,2,3,1,4,1,0,1,0,1,0
"8567","DE",9,4,2,1,8,3,4,6,4,3,184,85,1,1,2,3,1,3,1,0,0,0,1,0
"8568","DE",8,4,4,3,8,5,4,5,1,4,175,110,1,2,2,3,1,2,1,0,0,0,1,0
"8569","DE",10,6,4,2,10,3,2,0,6,4,165,62,1,2,1,4,1,3,2,0,0,0,2,0
"8570","DE",8,6,4,1,8,1,2,4,2,2,167,60,1,2,2,3,1,3,1,0,0,0,2,0
"8571","DE",10,7,3,1,10,3,3,6,4,2,170,79,1,2,1,4,1,3,1,0,0,0,1,0
"8572","DE",7,5,4,1,5,5,4,2,4,4,168,74,2,2,1,3,2,3,1,0,0,0,1,0
"8573","DE",8,6,4,3,10,2,3,1,6,7,165,75,1,1,1,3,1,2,1,0,1,0,2,0
"8574","DE",10,4,5,1,8,1,2,3,6,7,169,62,1,2,1,4,1,4,1,0,0,0,2,0
"8575","DE",10,6,4,1,10,2,2,4,6,3,190,85,1,2,1,4,1,4,1,0,0,0,1,0
"8576","DE",5,6,3,2,7,3,2,6,6,6,172,77,3,3,3,2,3,2,3,0,0,0,2,1
"8577","DE",7,6,5,2,8,4,3,1,3,2,179,74,1,2,1,2,1,2,1,0,0,0,1,1
"8578","DE",10,5,3,1,4,3,3,7,1,1,175,71,1,1,1,4,1,4,2,0,0,0,1,0
"8579","DE",9,5,4,2,8,4,4,7,6,2,176,86,2,2,1,3,2,3,2,0,1,0,1,0
"8580","DE",7,6,3,1,10,3,5,5,5,2,161,77,1,1,2,3,1,4,1,0,0,0,2,0
"8581","DE",9,6,6,3,8,6,3,0,6,3,187,76,1,1,1,1,1,4,1,0,0,0,1,0
"8582","DE",9,5,3,4,8,3,4,7,4,5,168,78,1,1,1,3,1,2,1,1,1,1,1,0
"8583","DE",3,6,5,3,4,3,3,3,1,3,192,110,1,1,1,2,2,3,2,0,0,0,1,0
"8584","DE",8,5,4,1,7,2,4,3,5,2,176,75,1,2,4,3,1,3,1,0,0,0,1,0
"8585","DE",6,2,1,2,7,2,3,7,6,7,175,85,1,2,2,3,1,3,2,0,1,0,2,0
"8586","DE",6,5,4,3,7,4,4,3,4,2,180,96,1,1,3,2,2,2,1,0,0,0,1,0
"8587","DE",6,4,3,3,4,3,3,3,4,1,183,90,1,1,2,2,2,2,1,0,0,0,1,0
"8588","DE",8,4,5,3,6,3,3,7,6,7,168,65,2,2,2,3,1,3,2,1,1,0,2,0
"8589","DE",8,6,4,2,8,3,3,7,6,3,161,54,1,1,1,3,1,3,2,0,0,0,2,0
"8590","DE",10,4,4,1,8,3,3,1,4,1,165,62,3,2,3,3,2,2,4,0,0,0,2,0
"8591","DE",7,5,4,1,8,3,3,2,5,4,167,55,2,1,1,3,1,3,2,0,0,0,2,0
"8592","DE",8,7,6,2,10,3,2,3,4,2,193,112,1,1,1,4,1,4,1,0,0,0,1,0
"8593","DE",5,4,6,2,5,NA,NA,7,6,4,157,47,1,2,1,2,2,2,2,0,0,0,2,0
"8594","DE",7,6,5,2,10,3,2,4,6,7,172,56,1,1,1,3,1,2,2,0,0,0,1,0
"8595","DE",10,2,3,1,10,2,2,7,6,2,173,71,1,1,1,4,1,4,1,1,1,0,1,0
"8596","DE",9,4,4,2,7,3,2,5,4,2,170,92,1,2,1,4,1,4,1,0,0,0,2,0
"8597","DE",8,4,6,3,10,1,3,7,6,4,156,60,1,2,1,4,1,3,1,0,0,0,2,0
"8598","DE",9,4,4,5,10,3,5,1,6,6,160,72,2,2,1,3,2,2,2,0,1,0,2,0
"8599","DE",9,6,4,1,5,3,3,7,5,7,179,75,1,3,2,4,1,2,1,1,0,0,1,1
"8600","DE",8,6,3,2,9,3,3,0,6,4,163,70,1,1,1,3,1,3,1,0,0,0,2,0
"8601","DE",8,7,6,4,8,3,3,7,6,1,168,78,1,1,2,3,1,3,2,0,1,0,1,0
"8602","DE",5,4,2,3,5,2,2,0,4,5,176,73,2,3,1,2,2,2,2,1,1,1,1,0
"8603","DE",9,4,3,2,7,4,5,3,4,6,174,67,1,1,1,4,1,4,1,0,0,0,2,0
"8604","DE",8,7,4,3,7,3,4,7,5,3,173,65,1,1,2,3,1,3,1,0,0,0,1,1
"8605","DE",8,6,4,2,8,3,2,5,6,5,168,58,1,2,1,3,1,3,1,0,0,0,2,0
"8606","DE",10,5,3,3,7,2,3,7,5,3,158,49,1,2,2,4,1,4,1,0,0,0,2,0
"8607","DE",8,6,3,2,8,6,6,1,6,4,190,60,1,2,2,3,1,2,2,0,0,0,1,0
"8608","DE",6,4,3,3,6,1,1,2,6,2,169,78,1,2,2,2,1,3,1,0,0,0,1,0
"8609","DE",8,4,4,2,5,3,3,5,1,3,160,83,1,1,2,3,2,2,1,0,0,1,2,0
"8610","DE",7,6,4,3,6,3,4,5,1,3,187,135,2,3,3,2,1,2,1,0,1,1,1,0
"8611","DE",10,5,1,2,3,2,3,7,4,7,169,83,1,1,3,3,1,4,1,0,0,0,1,1
"8612","DE",9,4,4,2,7,6,6,7,3,6,185,80,1,2,1,4,1,3,1,0,0,0,1,0
"8613","DE",9,6,4,2,8,3,1,7,4,2,168,73,2,2,1,3,1,4,1,0,0,0,2,0
"8614","DE",9,6,4,2,8,3,3,2,5,3,172,75,1,1,1,4,1,4,1,0,0,0,1,0
"8615","DE",10,5,4,3,10,2,2,1,6,6,175,75,1,2,2,3,1,3,1,1,0,0,1,0
"8616","DE",9,4,4,3,8,3,3,0,6,7,150,75,1,1,1,3,1,1,1,0,1,0,2,0
"8617","DE",4,5,4,2,4,5,3,3,1,7,178,62,3,3,4,2,2,2,2,1,0,0,1,0
"8618","DE",8,6,3,1,8,2,2,7,4,5,170,70,1,1,2,2,1,3,1,0,0,0,2,0
"8619","DE",10,1,3,1,7,5,3,1,2,7,170,75,1,2,1,4,1,2,1,0,0,0,1,0
"8620","DE",8,4,4,2,7,3,3,7,6,3,168,55,1,2,1,3,1,3,2,0,0,0,2,0
"8621","DE",3,1,0,4,3,6,5,0,1,7,160,56,1,1,2,1,2,1,2,0,0,0,1,0
"8622","DE",8,7,5,2,8,2,2,7,4,3,185,112,1,2,1,3,1,3,1,0,0,0,1,0
"8623","DE",9,5,3,1,10,3,4,1,1,3,170,90,1,1,2,3,1,4,1,0,0,0,1,0
"8624","DE",8,7,4,3,6,2,2,3,5,3,156,80,2,1,1,3,1,3,1,1,1,0,2,0
"8625","DE",5,4,4,2,7,4,4,2,5,4,190,80,3,3,2,2,4,2,3,0,0,0,1,0
"8626","DE",8,6,4,4,8,3,4,7,6,2,169,75,1,1,1,3,1,3,1,0,1,0,1,0
"8627","DE",8,3,4,2,8,5,3,5,1,4,182,72,1,2,3,3,2,3,1,0,0,0,1,0
"8628","DE",8,5,4,3,9,3,4,6,5,2,189,135,1,1,1,2,1,3,1,0,0,0,1,0
"8629","DE",9,4,5,2,9,4,4,7,6,3,165,62,1,1,2,4,1,3,1,0,0,0,2,0
"8630","DE",8,5,4,1,9,3,3,7,6,1,180,80,1,1,1,3,1,3,1,0,0,0,1,0
"8631","DE",9,1,1,1,8,3,4,7,6,5,168,90,1,1,1,4,1,2,1,0,0,0,2,0
"8632","DE",10,4,4,1,9,2,2,4,5,3,180,69,1,1,1,3,3,4,1,0,0,0,2,0
"8633","DE",9,4,5,1,9,3,2,1,5,3,180,76,1,2,2,3,1,3,1,0,0,0,1,0
"8634","DE",10,4,2,1,7,3,3,0,4,7,165,80,1,2,2,4,1,4,1,0,1,0,2,0
"8635","DE",8,6,3,1,10,2,4,7,1,5,172,76,1,1,1,3,1,4,1,0,0,0,2,0
"8636","DE",10,7,6,3,10,3,3,0,6,6,160,51,1,1,2,2,1,4,2,0,0,0,1,0
"8637","DE",6,5,4,2,5,2,3,2,4,3,160,55,2,1,2,3,1,3,2,0,0,0,2,0
"8638","DE",6,5,4,4,7,2,2,7,6,3,175,92,2,2,1,3,1,3,1,1,1,0,1,0
"8639","DE",8,4,4,2,8,3,3,7,6,5,170,78,1,1,2,4,1,4,1,0,0,0,2,0
"8640","DE",8,3,1,2,7,4,5,6,4,3,176,73,2,2,3,4,1,3,1,0,0,0,1,0
"8641","DE",3,6,4,4,8,2,2,2,6,6,170,95,2,3,3,2,2,2,2,0,0,0,2,0
"8642","DE",8,6,4,3,7,2,2,4,2,6,168,65,2,1,3,3,1,3,2,0,0,0,2,0
"8643","DE",8,6,2,2,7,2,3,7,6,3,168,70,2,1,2,2,1,2,1,0,1,0,2,0
"8644","DE",9,6,4,2,10,5,4,3,1,7,170,70,1,2,2,4,1,3,2,0,0,0,1,0
"8645","DE",10,4,4,2,8,2,3,5,1,7,172,75,2,1,1,3,4,3,2,0,0,0,1,0
"8646","DE",8,7,4,1,9,2,3,7,6,6,168,60,1,2,1,3,1,3,2,0,0,0,2,0
"8647","DE",6,3,4,2,8,3,4,4,1,3,167,70,1,1,2,3,1,3,1,1,0,0,2,0
"8648","DE",9,6,4,3,10,2,2,7,5,3,168,75,1,2,1,4,1,4,1,0,0,1,2,0
"8649","DE",5,5,0,3,6,6,5,4,4,3,168,81,1,2,2,4,3,4,2,0,1,1,1,0
"8650","DE",7,6,5,2,5,3,3,5,6,7,180,72,2,2,2,3,1,3,2,0,0,0,1,0
"8651","DE",9,7,6,1,7,2,3,7,4,4,182,96,2,3,4,3,1,3,1,0,0,0,1,0
"8652","DE",10,2,6,2,9,3,3,0,4,3,156,93,1,1,4,4,1,4,1,1,1,1,2,0
"8653","DE",7,1,1,4,5,3,3,0,6,7,173,63,2,2,2,3,4,3,2,0,0,0,1,0
"8654","DE",8,3,2,2,6,2,3,7,5,6,189,87,2,1,1,3,1,3,1,0,0,0,1,0
"8655","DE",9,6,6,2,8,3,3,7,6,2,175,95,1,1,1,4,1,4,2,0,0,0,2,0
"8656","DE",9,6,5,2,7,3,3,4,5,2,160,61,1,1,1,4,1,2,1,0,0,0,2,0
"8657","DE",7,5,5,2,7,5,3,7,4,4,187,85,1,1,2,3,1,3,1,1,1,0,1,0
"8658","DE",7,4,5,2,8,3,3,2,6,5,161,55,2,3,2,3,1,2,2,0,0,0,2,0
"8659","DE",7,4,3,2,8,3,3,3,6,6,180,90,1,2,1,2,1,3,2,0,0,0,1,0
"8660","DE",9,5,4,2,8,6,3,5,5,7,160,79,1,2,2,3,2,3,2,0,0,1,2,0
"8661","DE",6,7,4,2,8,3,3,7,6,6,168,84,1,1,2,4,1,2,2,0,0,0,1,0
"8662","DE",8,4,3,5,8,2,5,0,1,4,164,90,2,3,3,2,1,2,2,1,1,1,2,0
"8663","DE",8,7,3,2,8,3,3,3,6,5,169,76,1,2,2,4,1,3,2,1,0,0,2,0
"8664","DE",10,5,2,3,8,3,3,0,1,6,158,68,1,2,4,4,1,3,1,1,0,0,2,0
"8665","DE",8,6,4,2,8,6,4,3,1,6,175,113,2,3,4,2,1,2,2,0,0,0,1,0
"8666","DE",6,6,3,3,7,3,3,0,4,6,180,88,2,2,2,2,1,2,2,0,0,0,2,0
"8667","DE",7,2,4,3,5,4,4,0,2,6,166,98,3,3,3,3,2,3,2,0,0,0,2,0
"8668","DE",3,2,0,4,10,7,3,0,1,7,164,70,3,4,4,1,1,2,4,0,0,0,1,0
"8669","DE",9,3,3,3,7,3,3,4,5,7,163,67,2,2,4,1,1,2,2,0,0,0,2,0
"8670","DE",8,4,2,2,3,4,3,7,4,4,188,120,1,2,2,3,1,3,1,0,1,0,1,0
"8671","DE",8,5,5,3,6,5,4,5,2,5,176,79,3,2,2,2,1,2,1,0,1,0,1,0
"8672","DE",9,6,4,1,8,4,4,7,4,2,178,80,1,2,1,4,1,4,2,0,0,0,1,0
"8673","DE",9,5,4,3,9,3,4,3,3,4,160,62,1,2,2,3,1,3,2,1,0,0,2,0
"8674","DE",8,4,4,3,6,3,4,0,4,7,161,95,2,2,1,3,1,2,2,0,0,0,2,0
"8675","DE",10,6,6,2,9,2,2,3,6,4,184,77,1,2,2,4,1,3,2,0,0,0,1,0
"8676","DE",9,3,4,3,8,2,3,3,4,5,171,88,1,1,1,4,1,3,1,0,0,0,2,0
"8677","DE",7,4,2,3,7,4,6,7,2,1,164,63,2,2,1,2,2,2,2,0,0,0,2,0
"8678","DE",10,4,6,3,10,3,3,7,4,5,182,110,1,2,2,4,1,3,1,0,1,0,1,0
"8679","DE",8,4,2,3,9,2,3,0,6,6,175,92,2,2,2,3,1,4,1,0,0,0,2,0
"8680","DE",7,7,4,1,7,4,3,3,3,3,184,72,1,2,1,3,1,4,1,0,0,0,1,0
"8681","DE",5,3,3,4,10,1,3,0,6,6,165,70,1,2,4,3,1,3,2,1,1,1,2,0
"8682","DE",10,7,4,1,8,3,2,6,6,7,160,51,1,1,2,3,1,3,1,0,0,0,2,0
"8683","DE",6,4,6,2,6,1,1,7,4,4,180,104,1,1,1,3,1,3,1,0,1,1,1,1
"8684","DE",6,6,6,2,7,3,3,2,6,7,155,47,4,3,4,2,3,1,4,0,0,0,2,0
"8685","DE",8,4,3,2,7,3,3,1,5,5,170,66,1,2,2,3,1,3,1,0,0,0,2,0
"8686","DE",10,5,2,4,7,3,3,0,4,6,180,83,1,4,3,4,1,3,1,0,0,0,1,0
"8687","DE",5,4,2,4,7,2,2,7,1,2,152,43,2,2,2,3,2,2,2,1,1,0,2,0
"8688","DE",9,5,4,1,8,1,3,7,6,3,156,65,1,1,2,3,1,3,2,0,0,0,2,0
"8689","DE",8,6,4,2,8,4,4,3,6,7,180,90,1,1,2,3,1,3,1,0,0,0,1,0
"8690","DE",9,7,4,2,4,2,3,7,4,4,182,82,1,2,3,3,1,3,1,0,0,0,1,0
"8691","DE",9,5,3,2,8,3,3,7,1,3,154,55,2,1,2,3,1,2,2,1,1,0,2,0
"8692","DE",9,6,4,3,10,3,3,2,4,1,162,58,1,2,2,4,1,4,2,1,0,0,2,0
"8693","DE",10,2,5,1,7,3,3,3,1,3,170,75,1,2,2,4,1,3,1,0,1,0,2,0
"8694","DE",7,2,0,4,7,4,4,0,1,7,174,63,1,3,3,2,1,2,1,0,0,1,1,0
"8695","DE",8,5,4,2,9,3,3,5,5,6,165,66,2,1,1,3,1,1,1,0,0,0,1,0
"8696","DE",9,5,4,2,7,3,2,7,4,3,170,74,1,1,1,4,1,4,1,0,1,0,1,0
"8697","DE",10,5,2,2,10,1,1,7,4,2,170,85,1,1,1,4,1,4,1,0,0,0,2,0
"8698","DE",9,3,2,3,5,3,3,2,4,1,167,60,1,3,4,3,1,3,1,0,1,0,1,0
"8699","DE",4,4,3,3,8,4,5,2,6,4,172,82,1,1,2,2,2,3,2,1,1,0,1,0
"8700","DE",8,6,4,2,9,4,3,5,6,4,172,100,1,2,2,3,1,4,1,0,1,0,1,0
"8701","DE",8,6,4,1,8,1,3,7,3,3,188,90,2,2,1,3,1,4,1,0,0,0,1,0
"8702","DE",3,7,2,4,10,2,3,7,2,7,176,98,3,3,4,1,4,1,4,0,1,0,2,0
"8703","DE",8,6,4,2,10,1,3,7,6,6,160,50,1,1,1,4,1,4,1,0,0,0,2,0
"8704","DE",8,4,4,1,9,4,4,4,6,4,170,70,2,2,2,3,1,3,2,0,0,0,1,0
"8705","DE",6,3,4,3,9,2,3,3,4,7,157,69,2,2,1,3,1,2,1,1,0,0,2,0
"8706","DE",9,5,2,4,5,2,3,1,6,7,154,56,1,2,2,4,1,3,2,0,1,0,2,0
"8707","DE",8,6,4,2,5,6,3,0,6,4,154,70,1,1,1,3,1,3,2,0,0,0,2,0
"8708","DE",7,5,4,4,5,5,2,7,4,4,173,113,1,2,2,3,1,3,1,0,1,0,2,1
"8709","DE",7,4,4,2,8,3,4,4,5,2,180,78,2,1,2,1,1,2,1,0,0,0,1,0
"8710","DE",9,4,4,3,9,3,3,0,6,7,145,50,1,2,1,4,2,3,1,0,1,0,2,0
"8711","DE",7,5,4,2,7,1,2,1,6,3,188,78,2,2,1,3,1,3,2,0,0,0,1,0
"8712","DE",7,6,4,3,8,4,3,4,4,2,185,95,1,1,2,3,1,3,1,0,0,0,1,0
"8713","DE",7,3,4,2,5,3,4,0,4,1,172,79,1,2,1,2,1,2,1,0,0,0,1,1
"8714","DE",9,5,3,3,4,2,4,3,6,3,166,77,1,3,2,3,2,3,2,0,1,0,2,0
"8715","DE",7,1,2,1,10,1,3,0,6,3,178,67,1,1,3,4,1,4,1,1,0,0,2,0
"8716","DE",6,6,4,3,5,5,4,4,4,7,172,77,1,1,1,3,2,3,2,0,0,0,1,0
"8717","DE",5,4,1,3,5,1,3,0,4,2,170,75,2,2,2,3,1,3,2,0,0,0,1,0
"8718","DE",7,5,5,3,8,2,2,5,5,5,179,72,1,2,2,3,1,2,1,0,0,0,1,0
